"","Lineage_Name","NObs","NLocs","MST","CH","GCD","LatRg","MinLat","MaxLat","LongRg","MinLong","MaxLong","CellCount","parasiteGenus","n_sites","n_bird_individuals","n_status","riqueza","n_biomas","n_regioes","Host_Status"
"474","TANIG01",7,1,0,0,0,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Haemoproteus",6,14,2,6,1,3,"R_M"
"475","TANLAB01",1,1,0,0,0,0,-15.316667,-15.316667,0,-55.866667,-55.866667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"476","TANNIG01",1,2,248.313997306085,0,248.313997306085,164.035625762072,-6.583333,-5.1,132.723092613238,-79.233333,-77.55,1,"Plasmodium",1,1,1,1,1,1,"R"
"477","TANSAY01",1,3,192.332114866897,23.4507774114318,192.330107397145,3.68614811800131,4.683333,4.716667,136.665294134982,-75.566667,-73.833333,2,"Haemoproteus",1,1,1,1,1,1,"R"
"478","TANSCH01",2,1,0,0,NA,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Haemoproteus",2,6,1,2,1,1,"R"
"479","TANVAS02",3,1,0,0,0,0,-12.90198,-12.90198,0,-39.841985,-39.841985,1,"Haemoproteus",2,2,1,2,1,1,"R"
"480","TANXAN01",1,4,691.945016758329,29373.8387538369,665.609351245761,437.31338514613,-19.4724319,-15.5211053,372.587318525869,-47.552045,-42.825918,2,"Haemoproteus",1,1,1,1,1,1,"R"
"481","TARMAJ01",1,1,0,0,NA,0,-5.5524107,-5.5524107,0,-35.103905,-35.103905,1,"Plasmodium",1,1,1,1,1,1,"R"
"482","TARUF01",4,1,0,0,0,0,-2.116667,-2.116667,0,-77.733333,-77.733333,1,"Plasmodium",4,5,1,4,2,2,"R"
"483","TARUF02",1,1,0,0,0,0,-5.066667,-5.066667,0,-56.85,-56.85,1,"Haemoproteus",1,79,3,29,1,1,"R_PM_M"
"484","TASCH01",1,1,0,0,0,0,4.62235,4.62235,0,-73.738417,-73.738417,1,"Haemoproteus",1,2,1,2,1,1,"R"
"485","TERERY01",1,1,0,0,0,0,4.62235,4.62235,0,-73.738417,-73.738417,1,"Plasmodium",1,1,1,1,1,1,"R"
"486","TFUS01",1,1,0,0,0,0,4.62235,4.62235,0,-73.738417,-73.738417,1,"Leucocytozoon",1,1,1,1,1,1,"R"
"487","TFUS02",1,1,0,0,0,0,4.62235,4.62235,0,-73.738417,-73.738417,1,"Leucocytozoon",1,1,1,1,1,1,"R"
"488","TFUS03",1,1,0,0,0,0,4.633333,4.633333,0,-74.083333,-74.083333,1,"Leucocytozoon",1,1,1,1,1,1,"R"
"489","TFUS04",1,3,164.86205035229,58.8778460763472,164.84080042295,9.21521808661127,4.633333,4.716667,116.954558132001,-75.566667,-74.083333,2,"Leucocytozoon",1,1,1,1,1,1,"R"
"490","TFUS05",1,1,0,0,NA,0,4.616667,4.616667,0,-73.716667,-73.716667,1,"Plasmodium",1,1,1,1,1,1,"R"
"491","TFUS06",3,1,0,0,0,0,4.616667,4.616667,0,-73.716667,-73.716667,1,"Plasmodium",2,2,1,1,1,1,"R"
"492","TFUS07",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Leucocytozoon",1,1,1,1,1,1,"R"
"493","TFUS12",1,1,0,0,0,0,-9.1,-9.1,0,-64.466667,-64.466667,1,"Leucocytozoon",1,1,1,1,1,1,"R"
"494","THAAET01",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",1,1,1,1,1,1,"R"
"495","THAAET02",1,8,3270.0301736584,1087702.5259283,2421.76668026913,593.44911099458,-6.716667,-1.35,1687.59822572716,-77.733333,-56.266667,5,"Plasmodium",1,1,1,1,1,1,"R"
"496","THAAMA01",1,1,0,0,NA,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"497","THACAE01",8,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",8,13,1,10,2,3,"R"
"498","THACAE03",1,1,0,0,0,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Plasmodium",1,1,1,1,1,1,"R"
"499","THACAE04",1,3,1107.42734311718,33375.4147086698,1100.52391025794,259.854977183611,-3.7,-1.35,757.798194433504,-56.366667,-46.75,3,"Plasmodium",1,1,1,1,1,1,"R"
"500","THACAE06",1,2,1424.56804275935,0,1424.56804275935,1376.94241832012,-13.8,-1.35,261.490358587604,-59.683333,-56.366667,2,"Plasmodium",1,1,1,1,1,1,"R"
"501","THACAE08",3,1,0,0,NA,0,0.35,0.35,0,-79.716667,-79.716667,1,"Plasmodium",3,6,1,3,1,1,"R"
"502","THACAE09",2,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",2,2,1,1,1,1,"R"
"503","THAFAN01",1,1,0,0,0,0,-13.84,-13.84,0,-39.241,-39.241,1,"Haemoproteus",1,1,1,1,1,1,"R"
"504","THAFUR01",1,9,4079.77426396001,1524867.01687308,3448.86389899113,814.653738038564,-9.316667,-1.95,2427.86275678219,-77.733333,-46.75,6,"Haemoproteus",1,1,1,1,1,1,"R"
"505","THAGLA01",1,2,3144.46934633256,0,3144.46934633256,1733.47052757488,-16.2559998,-0.583333,1877.99768133087,-64.916667,-41.011001,2,"Haemoproteus",1,1,1,1,1,1,"R"
"506","THAMAE01",9,3,640.838905584175,43576.175521842,551.270548299021,429.088779135666,-19.4724319,-15.5954324,257.050989862506,-42.825918,-39.5655673,2,"Plasmodium",9,26,1,15,2,2,"R"
"507","THAMB01",2,1,0,0,NA,0,-15.5954324,-15.5954324,0,-39.5655673,-39.5655673,1,"Plasmodium",2,7,1,2,2,2,"R"
"508","THAMB02",3,1,0,0,0,0,-17.657674,-17.657674,0,-43.4844164,-43.4844164,1,"Plasmodium",3,23,1,1,2,1,"R"
"509","THAMB03",1,1,0,0,0,0,-17.657674,-17.657674,0,-43.4844164,-43.4844164,1,"Plasmodium",1,4,1,1,1,1,"R"
"510","THAMB04",1,1,0,0,0,0,-17.657674,-17.657674,0,-43.4844164,-43.4844164,1,"Plasmodium",1,1,1,1,1,1,"R"
"511","THAMB05",1,1,0,0,0,0,-17.657674,-17.657674,0,-43.4844164,-43.4844164,1,"Plasmodium",1,1,1,1,1,1,"R"
"512","THAMB06",1,3,448.484385825026,24835.3296431636,343.491577832353,200.870102629851,-19.4724319,-17.657674,226.363128618952,-43.4844164,-40.613344,1,"Plasmodium",1,1,1,1,1,1,"R"
"513","THAMB07",1,1,0,0,NA,0,-19.4910125,-19.4910125,0,-40.1206373,-40.1206373,1,"Plasmodium",1,1,1,1,1,1,"R"
"514","THAMB08",3,1,0,0,0,0,-19.4910125,-19.4910125,0,-40.1206373,-40.1206373,1,"Plasmodium",3,4,1,1,2,1,"R"
"515","THAMB09",1,4,1019.73907408272,91203.1980505831,943.114619450391,941.808806440053,-9.1,-0.583333,156.244277010355,-64.916667,-62.935,2,"Plasmodium",1,2,1,2,1,1,"R"
"516","THAMB10",1,1,0,0,NA,0,-4.5,-4.5,0,-56.266667,-56.266667,1,"Plasmodium",1,1,1,1,1,1,"R"
"517","THAMUR01",4,1,0,0,0,0,-4.5,-4.5,0,-56.266667,-56.266667,1,"Plasmodium",4,8,1,4,1,1,"R"
"518","THANIG01",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"519","THANIG02",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"520","THASAT01",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,4,1,4,1,1,"R"
"521","THASAT03",1,2,45.4561219352307,0,45.4561219352307,20.2732215408479,-4.683333,-4.5,28.9104289698275,-56.633333,-56.266667,1,"Plasmodium",1,1,1,1,1,1,"R"
"522","THASAT05",1,4,1697.40496833476,361045.33481544,1062.46913274765,1008.35024700621,-13.8,-4.683333,637.080788728807,-64.716667,-56.633333,4,"Haemoproteus",1,1,1,1,1,1,"R"
"523","THASAT06",2,1,0,0,NA,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Plasmodium",2,9,1,7,1,1,"R"
"524","THASAT10",4,2,213.980884501273,0,213.980884501273,213.967428806068,-19.5907472,-17.657674,1.61859936520941,-43.5049448,-43.4844164,1,"Plasmodium",4,6,1,3,1,1,"R"
"525","THATOR01",1,1,0,0,NA,0,-14.50911,-14.50911,0,-43.59298,-43.59298,1,"Haemoproteus",1,1,1,1,1,1,"R"
"526","THCAE01",2,1,0,0,0,0,-17.657674,-17.657674,0,-43.4844164,-43.4844164,1,"Plasmodium",2,7,1,3,2,1,"R"
"527","THPEL01",1,1,0,0,0,0,-19.4910125,-19.4910125,0,-40.1206373,-40.1206373,1,"Plasmodium",1,2,1,1,1,1,"R"
"528","THSAY01",1,5,2416.84374181337,829554.878681291,1649.67167916197,1631.95353554217,-18.4526633,-3.7,566.284096076966,-46.75,-39.5655673,4,"Plasmodium",1,3,1,2,1,1,"R"
"529","THSAY02",1,2,171.164236940233,0,171.164236940233,73.0970264081684,-16.2559998,-15.5954324,113.966361443829,-41.011001,-39.5655673,2,"Plasmodium",1,2,1,1,1,1,"R"
"530","TOFLA01",5,1,0,0,NA,0,-19.4910125,-19.4910125,0,-40.1206373,-40.1206373,1,"Plasmodium",5,11,2,3,3,3,"R_PM"
"531","TOFLA02",2,1,0,0,0,0,-5.066667,-5.066667,0,-56.85,-56.85,1,"Haemoproteus",2,2,1,2,1,1,"R"
"532","TOFLA03",1,1,0,0,0,0,-14.866667,-14.866667,0,-59,-59,1,"Haemoproteus",1,2,1,1,1,1,"R"
"533","TOLFLA01",1,2,234.330237705301,0,234.330237705301,209.131136555422,-18.4526633,-16.5630651,78.4669072744181,-45.5308804,-44.5356927,2,"Haemoproteus",1,1,1,1,1,1,"R"
"534","TOLFLA02",1,1,0,0,NA,0,-19.4724319,-19.4724319,0,-42.825918,-42.825918,1,"Plasmodium",1,1,1,1,1,1,"R"
"535","TOSUL01",2,1,0,0,0,0,-15.3633507,-15.3633507,0,-56.355506,-56.355506,1,"Haemoproteus",2,2,1,1,1,1,"R"
"536","TREML02",1,1,0,0,0,0,-19.4724319,-19.4724319,0,-42.825918,-42.825918,1,"Plasmodium",1,2,1,1,1,1,"R"
"537","TRMB",1,2,284.016184714282,0,284.016184714282,2.05686000546648,-19.4910125,-19.4724319,213.292913433989,-42.825918,-40.1206373,1,"Plasmodium",1,1,1,1,1,1,"R"
"538","TRMEL01",1,3,4765.38291352949,750568.407924507,4661.42896375325,1851.93915842424,-19.4910125,-2.75,3071.19366352655,-79.466667,-40.1206373,3,"Plasmodium",1,1,1,1,1,1,"R"
"539","TRMEL02",2,2,1145.42382754569,0,1145.42382754569,903.122231280723,-14.50911,-6.344364,507.675587401579,-43.59298,-37.152527,2,"Plasmodium",2,3,2,3,2,1,"R_M"
"540","TRMUS01",3,1,0,0,NA,0,-14.50911,-14.50911,0,-43.59298,-43.59298,1,"Haemoproteus",3,7,1,3,2,3,"R"
"541","TRMUS02",2,16,1424.86402074012,188046.585754983,735.34681687157,716.912216184775,-5.833333,0.65,352.137953333005,-80.616667,-76.15,4,"Plasmodium",2,3,1,2,2,2,"R"
"542","TRMUS03",1,11,3484.17250954943,1314457.51270205,2705.54819303089,2687.94121520087,-13.55515,10.75,658.67029057677,-79.233333,-70.87583,7,"Plasmodium",1,1,1,1,1,1,"R"
"543","TROAED15",17,2,882.778899941014,0,882.778899941014,671.221480768062,-12.6519,-6.583333,412.013638705283,-77.55,-72.3236,2,"Haemoproteus",17,48,2,12,1,2,"R_M"
"544","TROAED20",11,3,629.201036611049,4086.09223364301,624.334098327705,621.229721851043,-12.2,-6.583333,44.6798084513607,-77.55,-76.983333,2,"Haemoproteus",11,53,2,45,1,3,"R_M"
"545","TROAED22",2,2,1268.63705280845,0,1268.63705280845,1247.6901508187,-6.583333,4.7,162.94573507466,-77.55,-75.483333,2,"Plasmodium",2,2,2,2,1,1,"R_M"
"546","TROAED23",3,1,0,0,NA,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Plasmodium",3,4,1,4,1,1,"R"
"547","TROPER01",2,10,6360.42260953632,3771630.80640238,4698.83245117529,1542.04770471728,-19.4910125,-5.5524107,3307.54192686339,-77.55,-35.103905,8,"Plasmodium",2,2,1,1,1,2,"R"
"548","TROPER02",1,6,2137.66205764888,376671.738457919,1749.26696891687,459.935057912653,-19.4724319,-15.316667,1283.11495487612,-55.866667,-39.5655673,4,"Plasmodium",1,1,1,1,1,1,"R"
"549","TUAMA01",10,2,212.514420069674,0,212.514420069674,112.879865657543,-19.4724319,-18.4526633,134.807822716386,-44.5356927,-42.825918,1,"Plasmodium",10,13,2,5,6,4,"R_PM"
"550","TULEU01",6,2,1592.57186066162,0,1592.57186066162,396.847509524937,-18.4526633,-14.866667,1138.94638264445,-59,-44.5356927,2,"Plasmodium",6,13,2,4,2,2,"R_PM"
"551","TULEU02",2,1,0,0,NA,0,-18.4526633,-18.4526633,0,-44.5356927,-44.5356927,1,"Plasmodium",2,2,1,1,2,1,"R"
"552","TULEU03",2,1,0,0,0,0,-18.4526633,-18.4526633,0,-44.5356927,-44.5356927,1,"Plasmodium",2,2,1,1,1,2,"R"
"553","TULEU04",1,8,2582.23829790935,592970.938725652,1935.0767412667,697.200467606519,-21.1658279,-14.866667,1415.45014718248,-59,-41.011001,5,"Plasmodium",1,2,1,1,1,1,"R"
"554","TULEU05",1,2,428.920563924268,0,428.920563924268,300.352958327279,-21.1658279,-18.4526633,230.451069938706,-47.45862,-44.5356927,2,"Plasmodium",1,1,1,1,1,1,"R"
"555","TULEU06",8,1,0,0,NA,0,-16.2559998,-16.2559998,0,-41.011001,-41.011001,1,"Plasmodium",8,15,1,3,2,2,"R"
"556","TULEU07",2,14,6302.50966503835,4057295.03082955,4198.71310759196,2697.05078131973,-29.466667,-5.1,2795.43445380396,-79.233333,-43.4844164,8,"Plasmodium",2,3,2,2,2,1,"R_PM"
"557","TULEU08",1,1,0,0,NA,0,10.75,10.75,0,-73.666667,-73.666667,1,"Plasmodium",1,1,1,1,1,1,"R"
"558","TUMIG03",15,3,3485.79097791275,1126714.59558057,2703.52588167532,2254.68406759337,-29.466667,-9.1,1544.21980651955,-64.466667,-44.833333,3,"Plasmodium",15,21,3,9,5,5,"R_PM_M"
"559","TUOLI01",1,1,0,0,NA,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Plasmodium",1,1,1,1,1,1,"R"
"560","TURALB01",3,2,597.606369437296,0,597.606369437296,435.561672424236,-27.098611,-23.166667,320.018997325985,-48.8925,-44.833333,2,"Plasmodium",3,6,2,3,2,3,"R_M"
"561","TURALB02",1,1,0,0,NA,0,-29.466667,-29.466667,0,-50.166667,-50.166667,1,"Plasmodium",1,1,1,1,1,1,"R"
"562","TURALB03",2,1,0,0,0,0,-5.1,-5.1,0,-79.233333,-79.233333,1,"Plasmodium",2,4,2,3,1,2,"R_PM"
"563","TURALB05",1,2,2640.82705759476,0,2640.82705759476,1916.03417903594,-30.205564,-12.90198,1389.17787680017,-57.495736,-39.841985,2,"Plasmodium",1,1,1,1,1,1,"R"
"564","TURDUS2",1,4,1142.89748106122,153813.92457543,665.600347440103,624.786478084869,-21.1658279,-15.5211053,372.587318525869,-47.552045,-42.825918,3,"Haemoproteus",1,1,1,1,1,1,"R"
"565","TURLEU01",2,3,887.775819380391,19608.2636401522,877.621379846015,697.999375568939,-29.466667,-23.166667,420.440568359647,-50.166667,-44.833333,3,"Plasmodium",2,2,1,2,2,2,"R"
"566","TURUF01",4,1,0,0,NA,0,-5.5524107,-5.5524107,0,-35.103905,-35.103905,1,"Plasmodium",4,6,2,3,2,2,"R_PM"
"567","TURUF03",3,1,0,0,0,0,10.75,10.75,0,-73.666667,-73.666667,1,"Plasmodium",3,6,1,1,1,2,"R"
"568","UN203",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,9,2,5,1,1,"R_M"
"569","VILEU01",1,4,7030.94678518317,5796233.7951841,4556.92965708442,3773.3331614382,-29.466667,4.633333,2877.45026323648,-74.083333,-37.266667,4,"Haemoproteus",1,1,1,1,1,1,"R"
"570","VIOLI04",1,3,2505.91271071552,578593.808246472,2249.49600074679,967.892578686327,-15.316667,-6.566667,1463.31634059057,-55.866667,-37.266667,3,"Haemoproteus",1,2,2,2,1,1,"R_M"
"571","VIOLI06",4,4,5552.09687159269,2724405.24152173,4174.0826028306,1308.8730582939,-15.533333,-3.7,2935.59393928617,-77.416667,-39.841985,4,"Haemoproteus",4,6,2,3,3,3,"R_M"
"572","VOLJAC02",3,1,0,0,NA,0,-5.1,-5.1,0,-56.433333,-56.433333,1,"Plasmodium",3,6,1,5,2,2,"R"
"573","VOLJAC03",4,2,692.313591120545,0,692.313591120545,361.224481883429,-5.216667,-1.95,419.127138048523,-56.916667,-51.6,2,"Plasmodium",4,7,1,4,4,4,"R"
"574","WILPOE01",1,1,0,0,NA,0,-5.1,-5.1,0,-56.433333,-56.433333,1,"Plasmodium",1,1,1,1,1,1,"R"
"575","WILPOE02",2,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",2,3,1,3,1,1,"R"
"576","WILPOE05",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"577","WILPOE06",1,1,0,0,0,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Plasmodium",1,1,1,1,1,1,"R"
"578","WILPOE07",1,1,0,0,0,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Plasmodium",1,1,1,1,1,1,"R"
"579","WILPOE08",1,1,0,0,0,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Plasmodium",1,1,1,1,1,1,"R"
"580","WILPOE09",1,1,0,0,0,0,-5.72,-5.72,0,-63.217,-63.217,1,"Plasmodium",1,1,1,1,1,1,"R"
"581","WILPOE11",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",1,1,1,1,1,1,"R"
"582","WILPOE12",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",1,1,1,1,1,1,"R"
"583","WILPOE15",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",1,6,1,4,1,1,"R"
"584","WILPOE16",1,1,0,0,0,0,-13.8,-13.8,0,-59.683333,-59.683333,1,"Plasmodium",1,1,1,1,1,1,"R"
"585","WILPOE17",1,1,0,0,0,0,-9.1,-9.1,0,-64.466667,-64.466667,1,"Plasmodium",1,2,1,2,1,1,"R"
"586","WILPOE19",1,2,248.334137507378,0,248.334137507378,164.035625762072,-6.583333,-5.1,132.723092613238,-79.233333,-77.55,1,"Plasmodium",1,2,1,1,1,1,"R"
"587","WILPOE20",1,1,0,0,NA,0,-13.8,-13.8,0,-59.683333,-59.683333,1,"Plasmodium",1,1,1,1,1,1,"R"
"588","WW3",2,1,0,0,0,0,-5.066667,-5.066667,0,-56.85,-56.85,1,"Plasmodium",2,2,1,2,1,1,"R"
"589","XENATR01",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"590","XENMIN01",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Haemoproteus",1,1,1,1,1,1,"R"
"591","XENMIN02",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"592","XENMIN03",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"593","XIPELE01",1,1,0,0,0,0,-4.5,-4.5,0,-56.266667,-56.266667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"594","XIPELE02",1,1,0,0,0,0,-9.1,-9.1,0,-64.466667,-64.466667,1,"Plasmodium",1,1,1,1,1,1,"R"
"595","XIPOBS01",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"596","XIPOCE01",1,1,0,0,0,0,-0.4,-0.4,0,-64.8,-64.8,1,"Plasmodium",1,1,1,1,1,1,"R"
"597","XIPOCE02",1,1,0,0,0,0,-21.1658279,-21.1658279,0,-47.45862,-47.45862,1,"Haemoproteus",1,1,1,1,1,1,"R"
"598","XIPPAR01",1,1,0,0,0,0,-6.566667,-6.566667,0,-37.266667,-37.266667,1,"Plasmodium",1,1,1,1,1,1,"R"
"599","ZC2",1,1,0,0,0,0,-36.716667,-36.716667,0,-64.283333,-64.283333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"600","ZEMAC03",1,9,8762.75524383049,9939570.91585042,4707.23309330417,4595.8370734392,-36.716667,4.8,3074.65773869915,-79.233333,-39.841985,7,"Haemoproteus",1,1,1,1,1,1,"R"
"601","ZENAUR01",1,1,0,0,NA,0,-30.205564,-30.205564,0,-57.495736,-57.495736,1,"Haemoproteus",1,1,1,1,1,1,"R"
"602","ZOCAP01",10,1,0,0,0,0,4.7,4.7,0,-75.483333,-75.483333,1,"Haemoproteus",10,11,1,1,4,6,"R"
"603","ZOCAP08",1,1,0,0,0,0,4.7,4.7,0,-75.483333,-75.483333,1,"Haemoproteus",1,5,1,4,1,1,"R"
"604","ZOCAP11",1,1,0,0,0,0,4.633333,4.633333,0,-74.083333,-74.083333,1,"Plasmodium",1,1,1,1,1,1,"R"
"605","ZOCAP12",1,4,1433.57279131894,104004.58322547,1298.77142422432,1249.53321696886,-6.583333,4.716667,273.314871374487,-77.55,-74.083333,3,"Plasmodium",1,1,1,1,1,1,"R"
"606","ZOCAP13",1,1,0,0,NA,0,-30.205564,-30.205564,0,-57.495736,-57.495736,1,"Haemoproteus",1,1,1,1,1,1,"R"
"607","ZOCAP14",5,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Haemoproteus",5,6,1,2,1,2,"R"
"608","ZONCAP01",1,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"609","ZONCAP03",1,1,0,0,0,0,-6.344364,-6.344364,0,-37.152527,-37.152527,1,"Plasmodium",1,1,1,1,1,1,"R"
"610","ZONCAP04",1,1,0,0,NA,0,-6.344364,-6.344364,0,-37.152527,-37.152527,1,"Plasmodium",1,1,1,1,1,1,"R"
