Lineage_0me;NObs;NLocs;MST;CH;GCD;LatRg;MinLat;MaxLat;LongRg;MinLong;MaxLong;CellCount;parasiteGenus;n_sites;n_bird_individuals;n_status;riqueza;n_biomas;n_regioes;Host_Status
WILPOE07;1;1;0;0;0;0;-4.683333;-4.683333;0;-56.633333;-56.633333;1;Plasmodium;1;1;1;1;1;1;R
WILPOE08;1;1;0;0;0;0;-0.583333;-0.583333;0;-64.916667;-64.916667;1;Plasmodium;1;1;1;1;1;1;R
WILPOE09;1;1;0;0;0;0;-0.583333;-0.583333;0;-64.916667;-64.916667;1;Plasmodium;1;1;1;1;1;1;R
WILPOE11;1;1;0;0;0;0;-0.583333;-0.583333;0;-64.916667;-64.916667;1;Plasmodium;1;1;1;1;1;1;R
WILPOE12;1;1;0;0;0;0;-5.72;-5.72;0;-63217;-63217;1;Plasmodium;1;1;1;1;1;1;R
WILPOE15;1;1;0;0;0;0;-3.7;-3.7;0;-46.75;-46.75;1;Plasmodium;1;6;1;4;1;1;R
WILPOE16;1;1;0;0;0;0;-3.7;-3.7;0;-46.75;-46.75;1;Plasmodium;1;1;1;1;1;1;R
WILPOE17;1;1;0;0;0;0;-3.7;-3.7;0;-46.75;-46.75;1;Plasmodium;1;2;1;2;1;1;R
WILPOE19;1;1;0;0;0;0;-13.8;-13.8;0;-59.683333;-59.683333;1;Plasmodium;1;2;1;1;1;1;R
WILPOE20;1;1;0;0;0;0;-9.1;-9.1;0;-64.466667;-64.466667;1;Plasmodium;1;1;1;1;1;1;R
WW3;2;2;248.292443263986;0;248.292443263986;164.035625762072;-6.583333;-5.1;132.723092613238;-79.233333;-77.55;1;Plasmodium;2;2;1;2;1;1;R
XE0TR01;1;1;0;0;0;0;-13.8;-13.8;0;-59.683333;-59.683333;1;Plasmodium;1;1;1;1;1;1;R
XENMIN01;1;1;0;0;0;0;-5.066667;-5.066667;0;-56.85;-56.85;1;Haemoproteus;1;1;1;1;1;1;R
XENMIN02;1;1;0;0;0;0;-4.683333;-4.683333;0;-56.633333;-56.633333;1;Plasmodium;1;1;1;1;1;1;R
XENMIN03;1;1;0;0;0;0;-3.7;-3.7;0;-46.75;-46.75;1;Plasmodium;1;1;1;1;1;1;R
XIPELE01;1;1;0;0;0;0;-4.683333;-4.683333;0;-56.633333;-56.633333;1;Haemoproteus;1;1;1;1;1;1;R
XIPELE02;1;1;0;0;0;0;-4.683333;-4.683333;0;-56.633333;-56.633333;1;Plasmodium;1;1;1;1;1;1;R
XIPOBS01;1;1;0;0;0;0;-4.5;-4.5;0;-56.266667;-56.266667;1;Haemoproteus;1;1;1;1;1;1;R
XIPOCE01;1;1;0;0;0;0;-9.1;-9.1;0;-64.466667;-64.466667;1;Plasmodium;1;1;1;1;1;1;R
XIPOCE02;1;1;0;0;0;0;-6.716667;-6.716667;0;-77.416667;-77.416667;1;Haemoproteus;1;1;1;1;1;1;R
XIPPAR01;1;1;0;0;0;0;-0.4;-0.4;0;-64.8;-64.8;1;Plasmodium;1;1;1;1;1;1;R
ZC2;1;1;0;0;0;0;-21.1658279;-21.1658279;0;-47.45862;-47.45862;1;Haemoproteus;1;1;1;1;1;1;R
ZEMAC03;1;1;0;0;0;0;-6.566667;-6.566667;0;-37.266667;-37.266667;1;Haemoproteus;1;1;1;1;1;1;R
ZE0UR01;1;1;0;0;0;0;-36.716667;-36.716667;0;-64.283333;-64.283333;1;Haemoproteus;1;1;1;1;1;1;R
ZOCAP01;10;9;8762.74524961237;9939557.94578195;4707.2132147916;4595.8370734392;-36.716667;4.8;3074.65773869915;-79.233333;-39.841985;7;Haemoproteus;10;11;1;1;4;6;R
ZOCAP08;1;1;0;0;0;0;-30.205564;-30.205564;0;-57.495736;-57.495736;1;Haemoproteus;1;5;1;4;1;1;R
ZOCAP11;1;1;0;0;0;0;4.7;4.7;0;-75.483333;-75.483333;1;Plasmodium;1;1;1;1;1;1;R
ZOCAP12;1;1;0;0;0;0;4.7;4.7;0;-75.483333;-75.483333;1;Plasmodium;1;1;1;1;1;1;R
ZOCAP13;1;1;0;0;0;0;4.633333;4.633333;0;-74.083333;-74.083333;1;Haemoproteus;1;1;1;1;1;1;R
ZOCAP14;5;4;1433.55828056473;103994.447135857;1298.75313058319;1249.53321696886;-6.583333;4.716667;273.314871374487;-77.55;-74.083333;3;Haemoproteus;5;6;1;2;1;2;R
ZONCAP01;1;1;0;0;0;0;-30.205564;-30.205564;0;-57.495736;-57.495736;1;Haemoproteus;1;1;1;1;1;1;R
ZONCAP03;1;1;0;0;0;0;-15.166667;-15.166667;0;-45.733333;-45.733333;1;Plasmodium;1;1;1;1;1;1;R
ZONCAP04;1;1;0;0;0;0;-15.166667;-15.166667;0;-45.733333;-45.733333;1;Plasmodium;1;1;1;1;1;1;R
