"","Lineage_Name","site","n_sites","n_bird_individuals","n_status.x","riqueza","n_biomas","n_regioes","parasiteGenus","n_status.y","Host_Status"
"469","CHLOPH01","Hual1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"470","CHLSPI01","Hual5",1,1,1,1,1,1,"Plasmodium",1,"R"
"471","CHLSPI02","Hual5",1,1,1,1,1,1,"Haemoproteus",1,"R"
"472","CLAPRE01","Rond5",1,1,1,1,1,1,"Haemoproteus",1,"R"
"473","CMV-2012haplotypeH2","Mata_Seca",1,1,1,1,1,1,"Plasmodium",1,"PM"
"474","COECOE01","Hual4",1,1,1,1,1,1,"Haemoproteus",1,"R"
"475","COHEL01","Monteredondo_station",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"476","COLBUC01","Pan1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"477","COLIN01","Caratinga",1,1,1,1,1,1,"Plasmodium",1,"R"
"478","COLIN05","Aracruz",1,1,1,1,1,1,"Plasmodium",1,"R"
"479","COLIN05","Jequitinhonha",1,1,1,1,1,1,"Plasmodium",1,"R"
"480","COLIN06","Nova_Lima",1,1,1,1,1,1,"Plasmodium",1,"R"
"481","COLIN07","Nova_Lima",1,1,1,1,1,1,"Plasmodium",1,"R"
"482","COLIN09","Nova_Lima",1,1,1,1,1,1,"Plasmodium",1,"R"
"483","COLIN15","Nova_Lima",1,1,1,1,1,1,"Plasmodium",1,"R"
"484","COLIN16","Nova_Lima",1,1,1,1,1,1,"Plasmodium",1,"R"
"485","COLIV03","Sao_Paulo_Zoo",1,1,1,1,1,1,"Haemoproteus",1,"R"
"486","COLIV06","Sao_Paulo_Zoo",1,1,1,1,1,1,"Haemoproteus",1,"R"
"487","COLL4","Cha1",1,1,1,1,1,1,"Plasmodium",1,"R"
"488","COLL4","Gra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"489","COLPAS03","Cha1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"490","COLPAS04","Bel1",1,1,1,1,1,1,"Haemoproteus",2,"R_PM"
"491","COLPAS04","Ime1",1,1,1,1,1,1,"Haemoproteus",2,"R_PM"
"492","COLPAS04","Pan1",1,1,1,1,1,1,"Haemoproteus",2,"R_PM"
"493","COLPAS06","Bel1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"494","COLPIC01","Esp1",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"495","COLPIC01","Gra1",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"496","COLPIC01","Mil1",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"497","COLPLU01","Sfr1",1,1,1,1,1,1,"Haemoproteus",3,"R_PM_M"
"498","COLPLU02","Hual5",1,1,1,1,1,1,"Haemoproteus",1,"R"
"499","COLSQU04","Mil1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"500","COLSU04","Mil1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"501","COLTAL01","Mil1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"502","COLTAL02","Pan2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"503","COMEL01","Caratinga",1,1,1,1,1,1,"Plasmodium",1,"R"
"504","COMEL01","Salto_da_Divisa",1,1,1,1,1,1,"Plasmodium",1,"R"
"505","CONAUR01","Xing1",1,1,1,1,1,1,"Plasmodium",1,"R"
"506","CONCAS01","Hual4",1,1,1,1,1,1,"Plasmodium",1,"R"
"507","CONCAS01","Hual5",1,1,1,1,1,1,"Plasmodium",1,"R"
"508","COPIL01","Brasilandia_de_Minas",1,1,1,1,1,1,"Plasmodium",1,"R"
"509","COPIL01","Mata_Seca",1,1,1,1,1,1,"Plasmodium",1,"R"
"510","COQUI05","Sao_Paulo_Zoo",1,1,1,1,1,1,"Haemoproteus",1,"R"
"511","CORCUC01","Esp1",1,1,1,1,1,1,"Plasmodium",1,"R"
"512","CORPIL03","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1,"Haemoproteus",1,"R"
"513","CORPIL03","Ser1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"514","CORPIL06","Ser1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"515","CORPIL07","Ser1",1,1,1,1,1,1,"Plasmodium",1,"R"
"516","CORPIL09","Ser1",1,1,1,1,1,1,"Plasmodium",1,"R"
"517","CORPIL11","Ser1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"518","CORPIL14","Ser1",1,1,1,1,1,1,"Plasmodium",1,"R"
"519","COSQU01","Bocaiuva",1,1,1,1,1,1,"Haemoproteus",1,"R"
"520","COSQU01","Brasilandia_de_Minas",1,1,1,1,1,1,"Haemoproteus",1,"R"
"521","COSQU02","Mata_Seca",1,1,1,1,1,1,"Haemoproteus",1,"R"
"522","COSQU03","Mata_Seca",1,1,1,1,1,1,"Haemoproteus",1,"R"
"523","COSQU04","Mata_Seca",1,1,1,1,1,1,"Haemoproteus",1,"R"
"524","COTAL01","Manga",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"525","CPCT57","CLBI-Parnamirim/RN",1,1,1,1,1,1,"Plasmodium",1,"R"
"526","CRAVUL01","RondIL",1,1,1,1,1,1,"Plasmodium",1,"R"
"527","CREFUR01","Atol_das_Rocas",1,1,1,1,1,1,"Haemoproteus",1,"M"
"528","CREFUR01","Espanola",1,1,1,1,1,1,"Haemoproteus",1,"M"
"529","CREFUR01","Sao_Pedro_and_Sao_Paulo_Archip.",1,1,1,1,1,1,"Haemoproteus",1,"M"
"530","CRYUND01","Pan2",1,1,1,1,1,1,"Plasmodium",1,"R"
"531","CYACYA01","Rond2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"532","CYACYA03","Ina2",1,1,1,1,1,1,"Plasmodium",1,"R"
"533","CYACYA04","Rond3",1,1,1,1,1,1,"Plasmodium",1,"R"
"534","CYCGUJ01","Gra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"535","CYCYA01","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"536","CYCYA01","Mil1",1,1,1,1,1,1,"Plasmodium",1,"R"
"537","CYCYA01","Purus-Madeira",1,1,1,1,1,1,"Plasmodium",1,"R"
"538","CYCYA01","Tap1",1,1,1,1,1,1,"Plasmodium",1,"R"
"539","CYCYA01","Tap2",1,1,1,1,1,1,"Plasmodium",1,"R"
"540","CYCYA01","Xing1",1,1,1,1,1,1,"Plasmodium",1,"R"
"541","CYCYAN01","Rond5",1,1,1,1,1,1,"Haemoproteus",1,"R"
"542","CYPHIR01","Bra1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"543","CYPHIR03","Gra1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"544","DENAUT01","Casanare",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"545","DENAUT01","Praia_do_Meio",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"546","DENCER01","Tap2",1,1,1,1,1,1,"Plasmodium",1,"R"
"547","DENCER02","Mil1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"548","DENCER02","RondIL",1,1,1,1,1,1,"Haemoproteus",1,"R"
"549","DENFUL01","Rond1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"550","DENFUL01","Rond2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"551","DENFUL02","Gui2",1,1,1,1,1,1,"Plasmodium",1,"R"
"552","DENMER01","Ina1",1,1,1,1,1,1,"Plasmodium",1,"R"
"553","DENMER01","Ina2",1,1,1,1,1,1,"Plasmodium",1,"R"
"554","DENMER02","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"555","DENMER02","Xing1",1,1,1,1,1,1,"Plasmodium",1,"R"
"556","DENPET03","Aracruz",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"557","DENPET03","Bocaiuva",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"558","DENPET03","Caceres",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"559","DENPET03","Caratinga",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"560","DENPET03","Cha1",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"561","DENPET03","Ina2",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"562","DENPET03","Manga",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"563","DENPET03","Nat1",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"564","DENPET03","Palmas",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"565","DENPET03","Praia_do_Meio",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"566","DENPET03","Salto_da_Divisa",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"567","DENPET03","Sfr1",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"568","DENPET03","Xing1",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"569","DENVID01","Sao_Paulo_Zoo",1,1,1,1,1,1,"Plasmodium",1,"R"
"570","DENVID01","Xing1",1,1,1,1,1,1,"Plasmodium",1,"R"
"571","DENVID02","Sao_Paulo_Zoo",1,1,1,1,1,1,"Plasmodium",1,"R"
"572","DETPET03","Mic1",1,1,1,1,1,1,"Plasmodium",1,"R"
"573","DICCIN01","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"574","DIGCAE01","Hual3",1,1,1,1,1,1,"Haemoproteus",1,"R"
"575","DIGCYA02","Cerro_Bosco",1,1,1,1,1,1,"Plasmodium",1,"R"
"576","DIGCYA02","Tapichalaca",1,1,1,1,1,1,"Plasmodium",1,"R"
"577","DIGCYA03","Bellavista",1,1,1,1,1,1,"Haemoproteus",1,"R"
"578","DIGCYA04","Cerro_Bosco",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"579","DIGCYA05","Cerro_Bosco",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"580","DIGCYA06","Guandera",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"581","DIGCYA07","Guandera",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"582","DIGCYA08","Bosque_Palacio",1,1,1,1,1,1,"Plasmodium",1,"R"
"583","DIGLAF01","El_Bosque",1,1,1,1,1,1,"Plasmodium",1,"R"
"584","DIGLAF01","Monteredondo_station",1,1,1,1,1,1,"Plasmodium",1,"R"
"585","DIGLAF01","Sierra_Nevada_de_Santa_Marta",1,1,1,1,1,1,"Plasmodium",1,"R"
"586","DIGLAF02","Monteredondo_station",1,1,1,1,1,1,"Plasmodium",1,"R"
"587","DIXPIP01","Gui1",1,1,1,1,1,1,"Plasmodium",1,"R"
"588","DYSMEN01","Bel1",1,1,1,1,1,1,"Plasmodium",1,"R"
"589","DYSMEN03","Hual4",1,1,1,1,1,1,"Plasmodium",1,"R"
"590","DYSMEN04","Hual4",1,1,1,1,1,1,"Plasmodium",1,"R"
"591","DYSMEN04","Hual5",1,1,1,1,1,1,"Plasmodium",1,"R"
"592","ELACHI01","Ser1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"593","ELAFLA01","Gui2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"594","ELALB01","Sooretama",1,1,1,1,1,1,"Haemoproteus",3,"R_PM_M"
"595","ELALBO01","Brasilandia_de_Minas",1,1,1,1,1,1,"Haemoproteus",1,"R"
"596","ELASPE01","Esp1",1,1,1,1,1,1,"Haemoproteus",1,"PM"
"597","EMPOBE02","Gra1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"598","EMPOBE02","Parque_Nacional_de_Brasí_lia",1,1,1,1,1,1,"Haemoproteus",1,"R"
"599","EMPVAR01","Ser1",1,1,1,1,1,1,"Haemoproteus",1,"PM"
"600","ENTLEU01","Hual1",1,1,1,1,1,1,"Plasmodium",1,"R"
"601","EUCHL01","Bocaiuva",1,1,1,1,1,1,"Plasmodium",1,"R"
"602","EUMIN01","Mic1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"603","EUMIN01","Pan2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"604","EUPMAC01","Mic1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"605","EUTAQU01","Cumanda",1,1,1,1,1,1,"Plasmodium",1,"R"
"606","EUTAQU01","Maizal",1,1,1,1,1,1,"Plasmodium",1,"R"
"607","EUTAQU01","Nueva_Alianza",1,1,1,1,1,1,"Plasmodium",1,"R"
"608","EUVIO01","Salto_da_Divisa",1,1,1,1,1,1,"Plasmodium",1,"R"
"609","EUXAN01","Wisui",1,1,1,1,1,1,"Haemoproteus",1,"R"
"610","FOCOL01","Xing1",1,1,1,1,1,1,"Plasmodium",1,"R"
"611","FOCOL02","Sooretama",1,1,1,1,1,1,"Plasmodium",1,"R"
"612","FOGRI01","CLBI-Parnamirim/RN",1,1,1,1,1,1,"Plasmodium",1,"R"
"613","FOLEU01","Manga",1,1,1,1,1,1,"Haemoproteus",1,"R"
"614","FOLEU01","Salto_da_Divisa",1,1,1,1,1,1,"Haemoproteus",1,"R"
"615","FOMEL01","Bocaiuva",1,1,1,1,1,1,"Plasmodium",1,"R"
"616","FOMEL02","Mata_Seca",1,1,1,1,1,1,"Plasmodium",1,"R"
"617","FOMEL03","Mata_Seca",1,1,1,1,1,1,"Plasmodium",1,"R"
"618","FOMEL04","CLBI-Parnamirim/RN",1,1,1,1,1,1,"Plasmodium",1,"M"
"619","FORANA01","Henri_Pittier_National_Park",1,1,1,1,1,1,"Plasmodium",1,"R"
"620","FORCOL01","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"621","FORCOL02","Gui1",1,1,1,1,1,1,"Plasmodium",1,"R"
"622","FORCOL03","Gui1",1,1,1,1,1,1,"Plasmodium",1,"R"
"623","FORCOL04","Gui1",1,1,1,1,1,1,"Plasmodium",1,"R"
"624","FORCOL05","Ina1",1,1,1,1,1,1,"Plasmodium",1,"R"
"625","FORCOL08","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"626","FORGRI01","Bel1",1,1,1,1,1,1,"Plasmodium",1,"R"
"627","FORGRI03","Bel1",1,1,1,1,1,1,"Plasmodium",1,"R"
"628","FOSER01","Bocaiuva",1,1,1,1,1,1,"Plasmodium",1,"R"
"629","FOSER01","Ser1",1,1,1,1,1,1,"Plasmodium",1,"R"
"630","FRAG15","Base_UFMT",1,1,1,1,1,1,"Plasmodium",1,"R"
"631","FULEU01","Salto_da_Divisa",1,1,1,1,1,1,"Haemoproteus",1,"PM"
"632","FURLEU01","Aiu1",1,1,1,1,1,1,"Plasmodium",1,"R"
"633","FURLEU01","Bra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"634","FURLEU01","Cha1",1,1,1,1,1,1,"Plasmodium",1,"R"
"635","FURLEU01","Gra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"636","FURLEU01","Gui2",1,1,1,1,1,1,"Plasmodium",1,"R"
"637","FURLEU01","Jau1",1,1,1,1,1,1,"Plasmodium",1,"R"
"638","FURLEU01","Mil1",1,1,1,1,1,1,"Plasmodium",1,"R"
"639","FURLEU01","Rond3",1,1,1,1,1,1,"Plasmodium",1,"R"
"640","FURLEU01","Ser1",1,1,1,1,1,1,"Plasmodium",1,"R"
"641","FURLEU01","Sta1",1,1,1,1,1,1,"Plasmodium",1,"R"
"642","FURLEU02","Mil1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"643","FURUF01","Brasilandia_de_Minas",1,1,1,1,1,1,"Plasmodium",1,"R"
"644","GALALB01","Gui1",1,1,1,1,1,1,"Plasmodium",1,"R"
"645","GALCYA01","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"646","GALCYA02","Ina1",1,1,1,1,1,1,"Plasmodium",1,"R"
"647","GALCYA02","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"648","GALCYA02","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"649","GALCYA04","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"650","GALLUS01","Bocaiuva",1,1,1,1,1,1,"Plasmodium",1,"R"
"651","GALLUS01","Felixlandia",1,1,1,1,1,1,"Plasmodium",1,"R"
"652","GALLUS01","Manga",1,1,1,1,1,1,"Plasmodium",1,"R"
"653","GEOFRE01","Hual5",1,1,1,1,1,1,"Haemoproteus",1,"R"
"654","GEOFUL01","Isla_Machena",1,1,1,1,1,1,"Plasmodium",1,"R"
"655","GEOMON01","Ina1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"656","GEOTRI01","Ucumari_NP,_La_Pastora",1,1,1,1,1,1,"Plasmodium",1,"R"
"657","GEOTRI02","Hual1",1,1,1,1,1,1,"Plasmodium",1,"R"
"658","GEOTRY01","Tap1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"659","GEOTRY01","Tap2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"660","GEOTRY01","Wisui",1,1,1,1,1,1,"Haemoproteus",1,"R"
"661","GLAHIR01","Mic1",1,1,1,1,1,1,"Plasmodium",1,"R"
"662","GLAHIR03","Mic1",1,1,1,1,1,1,"Plasmodium",1,"R"
"663","GLAHIR04","Mic1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"664","GLYSPI01","Cumanda",1,1,1,1,1,1,"Plasmodium",1,"R"
"665","GLYSPI02","Cumanda",1,1,1,1,1,1,"Haemoproteus",1,"R"
"666","GLYSPI03","Rond1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"667","GLYSPI04","Ime1",1,1,1,1,1,1,"Plasmodium",1,"R"
"668","GLYSPI05","Ina2",1,1,1,1,1,1,"Plasmodium",1,"R"
"669","GRAGUA01","Hual5",1,1,1,1,1,1,"Plasmodium",1,"R"
"670","GRAQUI01","Otun_Lagoon",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"671","GRAQUI02","Otun_Lagoon",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"672","GRARUF01","Chingaza_NNP,_Palacio_Forest",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"673","GRARUF02","Chingaza_NNP,_Palacio_Forest",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"674","GRW04","Campo_Grande",1,1,1,1,1,1,"Plasmodium",1,"PM"
"675","GRW04","Gualeguaychu",1,1,1,1,1,1,"Plasmodium",1,"PM"
"676","GRW04","Uberlandia",1,1,1,1,1,1,"Plasmodium",1,"PM"
"677","GRW06","Bel1",1,1,1,1,1,1,"Plasmodium",1,"R"
"678","GRW06","Gui3",1,1,1,1,1,1,"Plasmodium",1,"R"
"679","GRW06","Jequitinhonha",1,1,1,1,1,1,"Plasmodium",1,"R"
"680","GRW06","Pan1",1,1,1,1,1,1,"Plasmodium",1,"R"
"681","GURUF01","Brasilandia_de_Minas",1,1,1,1,1,1,"Plasmodium",1,"R"
"682","GYMLEU02","Ime1",1,1,1,1,1,1,"Plasmodium",1,"R"
"683","GYMSAL01","Ina1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"684","GYMSAL01","Ina2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"685","GYMSAL03","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"686","H012","CLBI-Parnamirim/RN",1,1,1,1,1,1,"Plasmodium",1,"R"
"687","HAECOL1","Bogota",1,1,1,1,1,1,"Haemoproteus",1,"R"
"688","HAECOL1","Sao_Paulo_Zoo",1,1,1,1,1,1,"Haemoproteus",1,"R"
"689","Haemoproteusvireonis","Aeroporto_de_BSB",1,1,1,1,1,1,"Haemoproteus",1,"R"
"690","HEMATR01","Hual2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"691","HEMGUI01","Mil1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"692","HESEL01","CLBI-Parnamirim/RN",1,1,1,1,1,1,"Haemoproteus",1,"R"
"693","HESEL01","Mata_Seca",1,1,1,1,1,1,"Haemoproteus",1,"R"
"694","HYAMA01","CLBI-Parnamirim/RN",1,1,1,1,1,1,"Plasmodium",1,"R"
"695","HYLNAE01","Ime1",1,1,1,1,1,1,"Plasmodium",1,"R"
"696","HYLNAE02","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"697","HYLOCH01","Tap1",1,1,1,1,1,1,"Plasmodium",1,"R"
"698","HYLPUN01","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"699","HYLPUN03","Xing1",1,1,1,1,1,1,"Plasmodium",1,"R"
"700","HYPCAN01","Wisui",1,1,1,1,1,1,"Plasmodium",1,"R"
"701","HYPCAN02","Rond5",1,1,1,1,1,1,"Plasmodium",1,"R"
"702","HYPOCH01","Rond3",1,1,1,1,1,1,"Plasmodium",1,"R"
"703","HYPSTR01","Rond2",1,1,1,1,1,1,"Plasmodium",1,"R"
"704","HYPSTR03","Tap2",1,1,1,1,1,1,"Plasmodium",1,"R"
"705","HYPSTR05","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"706","HYPSTR06","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"707","HYPSTR07","Ina2",1,1,1,1,1,1,"Plasmodium",1,"R"
"708","HYPSTR09","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"709","HYPSTR10","Rond1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"710","HYPSTR12","Rond1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"711","HYPSTR14","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"712","HYPSTR15","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"713","HYREC01","Brasilandia_de_Minas",1,1,1,1,1,1,"Plasmodium",1,"R"
"714","IBYAME01","Xing1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"715","ICTCAY01","Esp1",1,1,1,1,1,1,"Plasmodium",1,"R"
"716","ICTCAY03","Pan2",1,1,1,1,1,1,"Plasmodium",1,"R"
"717","IIL-2016","Parque_Nacional_de_Brasí_lia",1,1,1,1,1,1,"Plasmodium",1,"R"
"718","ISLGUT01","Gui1",1,1,1,1,1,1,"Plasmodium",1,"R"
"719","ISLGUT02","Gui1",1,1,1,1,1,1,"Plasmodium",1,"R"
"720","ISLHAU01","Bel1",1,1,1,1,1,1,"Plasmodium",1,"R"
"721","ISLHAU01","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"722","ISLHAU02","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"723","ISLHAU03","Rond1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"724","JA09","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1,"Plasmodium",1,"R"
"725","JUNPHA01","Esp1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"726","KNIPOE01","RondIL",1,1,1,1,1,1,"Haemoproteus",1,"R"
"727","LAIRI01","Isla_Floreana",1,1,1,1,1,1,"Plasmodium",1,"R"
"728","LEIPER01","Bogota",1,1,1,1,1,1,"Plasmodium",1,"M"
"729","LEIPER02","Bogota",1,1,1,1,1,1,"Haemoproteus",1,"M"
"730","LEPAMA01","Tap2",1,1,1,1,1,1,"Plasmodium",1,"R"
"731","LEPANG01","Aiu1",1,1,1,1,1,1,"Plasmodium",1,"R"
"732","LEPANG02","Esp1",1,1,1,1,1,1,"Plasmodium",1,"R"
"733","LEPCOR01","Wisui",1,1,1,1,1,1,"Plasmodium",1,"R"
"734","LEPCOR02","Wisui",1,1,1,1,1,1,"Plasmodium",1,"R"
"735","LEPCOR04","Purus-Madeira",1,1,1,1,1,1,"Plasmodium",1,"R"
"736","LEPCOR04","Rond4",1,1,1,1,1,1,"Plasmodium",1,"R"
"737","LEPCOR04","Wisui",1,1,1,1,1,1,"Plasmodium",1,"R"
"738","LEPCOR05","Ina1",1,1,1,1,1,1,"Plasmodium",1,"R"
"739","LEPCOR05","Purus-Madeira",1,1,1,1,1,1,"Plasmodium",1,"R"
"740","LEPCOR06","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"741","LEPNAT02","Rond3",1,1,1,1,1,1,"Plasmodium",1,"R"
"742","LEPNAT03","Rond3",1,1,1,1,1,1,"Plasmodium",1,"R"
"743","LEPRUF02","Aiu1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"744","LEPRUF02","Esp1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"745","LEPRUF02","Gui2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"746","LEPRUF02","Mil1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"747","LEPRUF02","RondIL",1,1,1,1,1,1,"Haemoproteus",1,"R"
"748","LEPVIL01","Tap2",1,1,1,1,1,1,"Plasmodium",1,"R"
"749","LERUF01","Jequitinhonha",1,1,1,1,1,1,"Haemoproteus",1,"R"
"750","LERUF01","Manga",1,1,1,1,1,1,"Haemoproteus",1,"R"
"751","LEVER03","Mata_Seca",1,1,1,1,1,1,"Plasmodium",1,"R"
"752","LinhagemNova","Aeroporto_de_BSB",1,1,1,1,1,1,"Haemoproteus",1,"R"
"753","LIPVOC01","Xing1",1,1,1,1,1,1,"Plasmodium",1,"R"
"754","MACPYR01","Jau1",1,1,1,1,1,1,"Plasmodium",1,"R"
"755","MACPYR02","Rond5",1,1,1,1,1,1,"Plasmodium",1,"R"
"756","MALRUF01","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"757","MASTR01","Brasilandia_de_Minas",1,1,1,1,1,1,"Plasmodium",1,"R"
"758","MASTR01","Busca_Vida",1,1,1,1,1,1,"Plasmodium",1,"R"
"759","MASTR01","Jequitinhonha",1,1,1,1,1,1,"Plasmodium",1,"R"
"760","MESCAY01","Pan2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"761","METYR01","Monteredondo_station",1,1,1,1,1,1,"Leucocytozoon",1,"R"
"762","MICGIL01","Gui2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"763","MICMIN01","Bel1",1,1,1,1,1,1,"Plasmodium",1,"R"
"764","MICMIN02","Xing1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"765","MICMIN03","Xing1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"766","MICMIN04","Xing1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"767","MICMIN05","Xing1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"768","MICRUF01","Xing1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"769","MIOMAC01","Tap2",1,1,1,1,1,1,"Plasmodium",1,"R"
"770","MIOMAC02","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"771","MIOSTR01","Cerro_Bosco",1,1,1,1,1,1,"Plasmodium",1,"R"
"772","MITOM01","Taiama",1,1,1,1,1,1,"Plasmodium",1,"R"
"773","MOBON01","Base_UFMT",1,1,1,1,1,1,"Plasmodium",1,"R"
"774","MOBON01","Brasilandia_de_Minas",1,1,1,1,1,1,"Plasmodium",1,"R"
"775","MOLBON02","Esp1",1,1,1,1,1,1,"Plasmodium",1,"R"
"776","MONNIG01","Gui1",1,1,1,1,1,1,"Plasmodium",1,"R"
"777","MONNIG01","Hual1",1,1,1,1,1,1,"Plasmodium",1,"R"
"778","MONNIG01","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"779","MONNIG01","RondIL",1,1,1,1,1,1,"Plasmodium",1,"R"
"780","MONNIG01","Xing1",1,1,1,1,1,1,"Plasmodium",1,"R"
"781","MYCAME01","Fazenda_Retirinho",1,1,1,1,1,1,"Plasmodium",1,"M"
"782","MYCAME02","Bar<U+0323>o_de_Melga<U+0324>o",1,1,1,1,1,1,"Plasmodium",2,"R_M"
"783","MYCAME02","Fazenda_Ipiranga",1,1,1,1,1,1,"Plasmodium",2,"R_M"
"784","MYCAME02","Macacoari",1,1,1,1,1,1,"Plasmodium",2,"R_M"
"785","MYCAME02","Rond1",1,1,1,1,1,1,"Plasmodium",2,"R_M"
"786","MYCAME02","Tucum",1,1,1,1,1,1,"Plasmodium",2,"R_M"
